second,src,dst,packetcount,src_ratio,dst_ratio,src_duration_ratio,dst_duration_ratio,TotalPacketDuration,TotalPacketLenght,src_packet_ratio,dst_packet_ratio,DioCount,DisCount,DaoCount,OtherMsg,target
646.0,24,5,1,0.5,1.0,0.5151515,1.0,0.00103759765625,36,0.288,1.0,0,0,0,105,legitimate
124.0,19,7,1,0.04761905,0.04761905,0.0,0.0,0.0,36,0.017795354,0.017795354,0,0,0,9,sinkhole
3267.0,18,7,3,0.375,0.875,0.14459226,0.36495084,0.06103515625,267,0.36625513,0.85459536,0,0,0,40,sinkhole
433.0,8,5,1,0.14285715,0.85714287,0.15294118,0.92235297,0.001983642578125,89,0.15161839,0.81942075,0,0,0,15,legitimate
94.0,37,35,13,0.17567568,0.17567568,0.06863736,0.06863736,0.0579986572265625,1014,0.14818062,0.14818062,0,0,13,0,version_num
480.0,32,27,1,0.09090909,0.09090909,0.035947714,0.035947714,0.001007080078125,68,0.08842653,0.08842653,0,0,0,5,legitimate
436.0,5,4,5,0.71428573,0.85714287,0.012746234,1.0,0.001007080078125,392,0.6678024,0.81942075,0,0,0,46,dis_flood
436.0,13,4,1,0.14285715,0.85714287,0.9872538,1.0,0.0780029296875,89,0.15161839,0.81942075,0,0,0,9,dis_flood
227.0,2,0,1,0.16666667,0.16666667,0.5474259,0.5474259,0.10400390625,106,0.2128514,0.2128514,0,0,0,17,dis_flood
74.0,28,44,44,0.40366971,0.5412844,0.6883118,0.7449873,0.5830001831054688,2904,0.35034382,0.5294969,0,44,0,805,version_num
368.0,37,54,29,1.0,1.0,1.0,1.0,0.712982177734375,2871,1.0,1.0,29,0,0,0,dis_flood
157.0,27,44,25,0.26881722,0.9677419,0.16649884,0.9989776,0.16400146484375,2475,0.35362196,0.9665667,25,0,0,0,version_num
215.0,30,27,1,0.16666667,0.5,0.12452107,0.37356323,0.0009918212890625,78,0.16774194,0.5032258,0,0,1,0,legitimate
736.0,3,0,1,0.2,0.2,0.44758767,0.44758767,0.1409912109375,106,0.2591687,0.2591687,0,0,0,103,dis_flood
330.0,47,43,3,0.375,0.375,0.35368043,0.35368043,0.006011962890625,204,0.36106196,0.36106196,0,0,0,3,legitimate
459.0,16,5,1,1.0,1.0,1.0,1.0,0.00201416015625,89,1.0,1.0,0,0,0,20,legitimate
314.0,30,23,29,0.29927006,0.21167883,0.09472527,0.09161695,0.08905029296875,2262,0.344931,0.22615477,0,0,29,0,version_num
699.0,15,4,2,0.083333336,0.083333336,0.040408395,0.040408395,0.14300537109375,178,0.075551786,0.075551786,0,0,0,19,dis_flood
225.0,30,49,29,0.74358976,0.94871795,0.5013586,0.99176455,0.1829986572265625,2871,0.7474616,0.9536579,29,0,0,0,legitimate
157.0,33,41,3,0.032258064,0.032258064,0.0010224157,0.0010224157,0.001007080078125,234,0.033433348,0.033433348,0,0,3,0,version_num
376.0,2,0,1,0.16666667,0.16666667,0.28807032,0.28807032,0.089019775390625,106,0.2128514,0.2128514,0,0,0,25,dis_flood
387.0,32,44,7,0.061946902,0.6106195,0.094339035,0.97867465,0.093017578125,693,0.06752411,0.6655949,7,0,0,29,version_num
666.0,2,0,1,0.2,0.2,0.92658085,0.92658085,0.69403076171875,106,0.22943723,0.22943723,0,0,0,44,dis_flood
124.0,13,4,1,0.14285715,0.85714287,0.111393474,0.88860655,0.0020065307617187,89,0.15161839,0.81942075,0,0,0,3,dis_flood
299.0,29,45,4,0.74358976,0.102564104,0.7818731,0.11873112,0.011993408203125,272,0.7191831,0.09919766,0,0,0,21,legitimate
368.0,37,42,15,0.1369863,0.10273973,0.007901907,0.0019679079,0.001983642578125,1170,0.148529,0.111396745,0,0,15,0,version_num
469.0,27,33,5,0.35714287,0.35714287,0.3886537,0.3886537,0.014007568359375,340,0.34943473,0.34943473,0,0,0,34,legitimate
235.0,26,4,1,1.0,1.0,1.0,1.0,0.084991455078125,89,1.0,1.0,0,0,0,5,dis_flood
126.0,26,44,15,0.06410257,0.6837607,0.06457539,0.7988767,0.0699996948242187,1485,0.078409635,0.69523203,15,0,0,0,version_num
271.0,25,32,32,0.20512821,0.20512821,0.048418257,0.048418257,0.0489501953125,2496,0.17140503,0.17140503,0,0,32,0,version_num
152.0,21,7,1,1.0,1.0,1.0,1.0,0.0590057373046875,89,1.0,1.0,0,0,0,2,sinkhole
67.0,18,4,5,0.5,1.0,0.46668363,1.0,0.0139999389648437,445,0.5,1.0,0,0,0,5,dis_flood
332.0,47,43,5,0.2631579,0.2631579,0.2562101,0.2562101,0.011016845703125,340,0.2349689,0.2349689,0,0,0,8,legitimate
230.0,38,49,29,0.537037,0.9814815,0.7693565,0.998366,0.4669952392578125,2871,0.5380435,0.98332083,29,0,0,0,legitimate
806.0,30,27,1,0.05263158,0.10526316,0.01997503,0.03995006,0.0009765625,68,0.043037973,0.08607595,0,0,0,8,legitimate
112.0,29,22,10,0.05050505,0.05050505,0.08073206,0.08073206,0.0829925537109375,780,0.046578288,0.046578288,0,0,10,0,version_num
175.0,29,44,23,0.09543569,0.5435685,0.06508032,0.76698625,0.0689849853515625,2277,0.11237785,0.5765472,23,0,0,0,version_num
400.0,8,5,1,1.0,1.0,1.0,1.0,0.00201416015625,89,1.0,1.0,0,0,0,13,legitimate
182.0,2,0,1,0.16666667,0.16666667,0.05882353,0.05882353,0.0019989013671875,106,0.2128514,0.2128514,0,0,0,14,dis_flood
3355.0,9,7,4,0.8,1.0,0.8062992,1.0,0.125,356,0.8,1.0,0,0,0,50,sinkhole
234.0,40,37,1,0.2,0.2,0.0061786184,0.0061786184,0.001007080078125,78,0.2,0.2,0,0,1,0,sinkhole
188.0,11,7,3,0.75,1.0,0.17083925,1.0,0.0679931640625,267,0.75,1.0,0,0,0,12,sinkhole
349.0,33,40,27,0.421875,0.421875,0.0049034273,0.0049034273,0.009002685546875,2106,0.46306068,0.46306068,0,0,27,0,version_num
711.0,21,5,4,0.26666668,0.6666667,0.2857143,0.6567944,0.010009765625,303,0.24028549,0.5796986,0,0,0,109,legitimate
172.0,23,44,19,0.11377245,0.83832335,0.0055609243,0.7300239,0.0050048828125,1881,0.12587833,0.85906446,19,0,0,0,version_num
112.0,27,41,73,0.36868685,0.510101,0.30543557,0.36672306,0.3139877319335937,5694,0.3400215,0.47044072,0,0,73,0,version_num
831.0,10,5,1,0.5,1.0,0.6666667,1.0,0.001953125,89,0.5,1.0,0,0,0,30,legitimate
819.0,24,5,4,0.6666667,0.8333333,0.69014084,0.8450704,0.00897216796875,303,0.6084337,0.7871486,0,0,0,136,legitimate
154.0,40,22,2,0.018348623,0.17431192,0.0012336307,0.007420763,0.0009918212890625,156,0.015448604,0.14676173,0,0,2,0,version_num
518.0,3,0,1,0.2,0.2,0.5351609,0.5351609,0.13702392578125,106,0.2591687,0.2591687,0,0,0,69,dis_flood
527.0,14,5,1,0.083333336,0.8333333,0.039215688,0.84313726,0.0009765625,89,0.08935743,0.7871486,0,0,0,17,legitimate
80.0,42,54,4,0.23529412,1.0,0.02431032,1.0,0.0149993896484375,396,0.23529412,1.0,4,0,0,0,dis_flood
137.0,35,7,1,0.16666667,0.8333333,0.019148344,0.98130393,0.0419921875,89,0.17871486,0.7871486,0,0,0,2,sinkhole
472.0,46,49,16,0.6666667,0.6666667,0.9698027,0.9698027,0.738006591796875,1584,0.7443609,0.7443609,16,0,0,0,legitimate
538.0,10,4,1,0.33333334,0.6666667,0.0,0.99474895,0.0,36,0.15584415,0.54112554,0,0,0,44,dis_flood
216.0,20,7,1,0.04761905,0.04761905,0.115974516,0.115974516,0.0449981689453125,89,0.04301595,0.04301595,0,0,0,3,sinkhole
729.0,16,5,1,0.5,1.0,0.34,1.0,0.00103759765625,89,0.5,1.0,0,0,0,30,legitimate
262.0,11,4,1,0.008130081,0.048780486,0.0,0.0009290279,0.0,89,0.0077056275,0.046233766,0,0,0,16,version_num
308.0,29,34,10,0.7692308,0.7692308,0.7495238,0.7495238,0.024017333984375,680,0.7692308,0.7692308,0,0,0,10,legitimate
400.0,37,42,3,0.038961038,0.038961038,0.0016659515,0.0016659515,0.00201416015625,234,0.03894159,0.03894159,0,0,3,0,version_num
112.0,3,0,1,0.16666667,0.16666667,0.10026687,0.10026687,0.0020065307617187,106,0.2128514,0.2128514,0,0,0,10,dis_flood
176.0,34,40,3,0.02189781,0.02189781,0.056225125,0.056225125,0.061004638671875,234,0.02339532,0.02339532,0,0,3,0,version_num
422.0,40,35,4,0.4,0.4,0.42877907,0.42877907,0.009002685546875,312,0.39443743,0.39443743,0,0,4,8,legitimate
445.0,1,0,1,0.14285715,0.14285715,0.14316703,0.14316703,0.00201416015625,106,0.18057922,0.18057922,0,0,0,70,legitimate
244.0,7,5,1,0.16666667,0.8333333,0.13313009,0.93292683,0.0019989013671875,89,0.17871486,0.7871486,0,0,0,7,legitimate
325.0,20,5,5,0.71428573,0.85714287,0.7643885,0.88129497,0.012969970703125,392,0.6678024,0.81942075,0,0,0,65,legitimate
83.0,33,42,3,0.05,0.18333334,0.03599603,0.1359884,0.0179977416992187,234,0.042146973,0.1545389,0,0,3,0,dis_flood
659.0,27,38,5,0.71428573,0.71428573,0.7395498,0.7395498,0.0140380859375,340,0.6841046,0.6841046,0,0,0,46,legitimate
151.0,34,40,21,0.14788732,0.2112676,0.0144440485,0.017770762,0.0129852294921875,1638,0.12798874,0.18284106,0,0,21,0,version_num
500.0,64,67,21,1.0,1.0,1.0,1.0,0.78399658203125,2079,1.0,1.0,21,0,0,0,sinkhole
203.0,28,44,84,0.5060241,0.85542166,0.36271483,0.8687542,0.3619842529296875,5544,0.4213406,0.85772914,0,84,0,7850,version_num
159.0,6,5,1,0.16666667,0.8333333,0.125,0.875,0.0019989013671875,89,0.17871486,0.7871486,0,0,0,5,legitimate
65.0,34,7,4,0.2,0.2,0.88295287,0.88295287,1.4709930419921875,356,0.18350515,0.18350515,0,0,0,6,sinkhole
241.0,15,4,1,0.16666667,0.8333333,0.78446525,0.8922503,0.6769866943359375,89,0.17871486,0.7871486,0,0,0,6,dis_flood
279.0,12,5,4,0.8,0.8,0.8881356,0.8881356,0.00799560546875,303,0.7408313,0.7408313,0,0,0,36,legitimate
762.0,21,5,1,0.1,0.6,0.08938547,0.54469275,0.001953125,36,0.04225352,0.5023474,0,0,0,118,legitimate
3346.0,37,47,14,0.36842105,0.36842105,0.35278153,0.35278153,0.126953125,952,0.36842105,0.36842105,0,0,0,15,sinkhole
634.0,11,4,1,0.5,1.0,0.01992966,1.0,0.00103759765625,89,0.5,1.0,0,0,0,13,dis_flood
105.0,33,41,10,0.07462686,0.07462686,0.10389244,0.10389244,0.1039962768554687,780,0.072808735,0.072808735,0,0,10,0,version_num
640.0,36,27,1,0.04,0.08,0.019585254,0.057603687,0.00103759765625,68,0.037988827,0.07597765,0,0,0,7,legitimate
635.0,18,5,5,0.33333334,0.33333334,0.35431653,0.35431653,0.01202392578125,339,0.28949615,0.28949615,0,0,0,120,legitimate
148.0,42,49,23,0.9583333,0.9583333,0.998527,0.998527,1.355010986328125,2277,0.96238375,0.96238375,23,0,0,0,legitimate
193.0,17,4,1,1.0,1.0,1.0,1.0,0.0019989013671875,89,1.0,1.0,0,0,0,4,dis_flood
434.0,6,0,8,0.42105263,0.47368422,0.6701467,0.74558306,0.381988525390625,288,0.24448217,0.3344652,0,0,0,22,sinkhole
365.0,33,44,22,0.15172414,0.79310346,0.018316526,0.98268306,0.019012451171875,2178,0.18988666,0.79119444,22,0,0,0,version_num
3425.0,6,0,1,0.5,0.5,1.0,1.0,0.037109375,106,0.74647886,0.74647886,0,0,0,32,sinkhole
101.0,30,23,5,0.022222223,0.022222223,0.0020771467,0.0020771467,0.0020065307617187,390,0.023495391,0.023495391,0,0,5,0,version_num
141.0,2,0,1,0.2,0.2,0.090277776,0.090277776,0.0009918212890625,106,0.2591687,0.2591687,0,0,0,4,legitimate
3299.0,37,46,17,0.44,0.4,0.32301173,0.3523468,0.180908203125,1156,0.44,0.4,0,0,0,17,sinkhole
246.0,4,0,1,0.028571429,0.028571429,0.0019072939,0.0019072939,0.001007080078125,106,0.031463344,0.031463344,0,0,0,24,legitimate
299.0,25,32,3,0.056603774,0.056603774,0.0032110992,0.0032110992,0.003997802734375,234,0.06467662,0.06467662,0,0,3,0,version_num
112.0,22,44,7,0.035353534,0.3131313,0.067120865,0.43872735,0.069000244140625,693,0.041383017,0.3665353,7,0,0,0,version_num
426.0,14,5,1,1.0,1.0,1.0,1.0,0.00299072265625,89,1.0,1.0,0,0,0,13,legitimate
534.0,33,7,1,0.5,1.0,0.4453172,1.0,0.04498291015625,89,0.5,1.0,0,0,0,8,sinkhole
856.0,2,0,1,0.14285715,0.14285715,0.10576923,0.10576923,0.00201416015625,106,0.18057922,0.18057922,0,0,0,36,legitimate
104.0,38,40,38,0.23030303,0.33333334,0.10500336,0.27500153,0.1050033569335937,2964,0.25012657,0.36202532,0,0,38,0,version_num
526.0,19,4,1,0.5,1.0,0.0,1.0,0.0,89,0.5,1.0,0,0,0,11,dis_flood
707.0,1,0,1,0.2,0.2,0.08121827,0.08121827,0.0009765625,106,0.2591687,0.2591687,0,0,0,126,legitimate
128.0,28,44,58,0.79452056,0.79452056,0.9954976,0.9954976,1.1099700927734375,3828,0.76590633,0.76590633,0,58,0,4103,version_num
815.0,1,0,1,0.0625,0.0625,0.013955517,0.013955517,0.001953125,106,0.076368876,0.076368876,0,0,0,146,legitimate
382.0,10,4,1,0.5,0.5,0.0,0.0,0.0,36,0.2535211,0.2535211,0,0,0,31,dis_flood
649.0,53,54,29,1.0,1.0,1.0,1.0,3.3709716796875,2871,1.0,1.0,29,0,0,0,dis_flood
153.0,52,54,29,0.5,1.0,0.48615497,1.0,0.40399169921875,2871,0.5,1.0,29,0,0,0,dis_flood
360.0,39,44,3,0.028846154,0.52884614,0.08877864,0.6844441,0.0830078125,297,0.03385773,0.5642955,3,0,0,27,version_num
141.0,25,7,1,0.1,0.1,0.0,0.0,0.0,36,0.0385439,0.0385439,0,0,0,8,sinkhole
124.0,35,44,10,0.08130081,0.60162604,0.15031165,0.8302714,0.147003173828125,990,0.105330355,0.593361,10,0,0,32,version_num
344.0,38,27,1,0.02631579,0.02631579,0.018307906,0.018307906,0.00201416015625,68,0.02631579,0.02631579,0,0,0,2,legitimate
3287.0,37,60,2,0.5,0.14285715,0.8099845,0.5863003,0.369873046875,136,0.45033112,0.12866604,0,0,0,2,sinkhole
487.0,12,7,1,0.5,1.0,0.53340113,1.0,0.048004150390625,89,0.5,1.0,0,0,0,8,sinkhole
3299.0,46,37,1,0.5,0.02,0.5661669,0.04530639,0.033935546875,68,0.5,0.02,0,0,0,1,sinkhole
507.0,38,27,1,0.06666667,0.06666667,0.052969504,0.052969504,0.00201416015625,68,0.06666667,0.06666667,0,0,0,3,legitimate
785.0,29,39,4,0.5,0.5,0.5632184,0.5632184,0.00897216796875,272,0.5,0.5,0,0,0,54,legitimate
3295.0,33,7,1,1.0,1.0,1.0,1.0,0.031005859375,89,1.0,1.0,0,0,0,10,sinkhole
210.0,7,4,4,0.8,0.8,0.7044387,0.7044387,0.2859954833984375,303,0.7408313,0.7408313,0,0,0,22,dis_flood
153.0,11,5,1,0.5,1.0,0.66497463,1.0,0.0019989013671875,89,0.5,1.0,0,0,0,3,legitimate
408.0,25,42,11,0.5,0.5,0.019575736,0.019575736,0.008026123046875,858,0.5416667,0.5416667,0,0,11,0,version_num
505.0,52,67,3,0.75,0.75,0.98687553,0.98687553,3.308990478515625,297,0.76943004,0.76943004,3,0,0,0,sinkhole
111.0,39,67,13,0.21666667,1.0,0.28657594,1.0,0.2860031127929687,1287,0.21666667,1.0,13,0,0,0,sinkhole
476.0,20,4,1,0.11111111,0.11111111,0.058962855,0.058962855,0.079010009765625,89,0.14060031,0.14060031,0,0,0,9,dis_flood
420.0,27,23,5,0.15625,0.15625,0.0017249157,0.0017249157,0.001983642578125,390,0.17955801,0.17955801,0,0,5,0,version_num
179.0,36,44,7,0.09589041,0.72602737,0.1377755,0.8887048,0.1510009765625,693,0.13102666,0.7050482,7,0,0,0,version_num
3268.0,31,7,1,0.33333334,0.6666667,0.49224806,0.50775194,0.031005859375,89,0.38528138,0.54112554,0,0,0,9,sinkhole
94.0,27,40,5,0.067567565,0.067567565,0.047338292,0.047338292,0.0400009155273437,390,0.056992546,0.056992546,0,0,5,0,version_num
3248.0,8,7,1,1.0,1.0,1.0,1.0,0.02685546875,89,1.0,1.0,0,0,0,9,sinkhole
591.0,11,5,1,0.25,0.75,0.33333334,0.6666667,0.00201416015625,89,0.278125,0.66875,0,0,0,20,legitimate
455.0,3,0,1,0.5,0.5,1.0,1.0,0.0009765625,106,0.74647886,0.74647886,0,0,0,61,dis_flood
530.0,15,4,1,1.0,1.0,1.0,1.0,0.09295654296875,89,1.0,1.0,0,0,0,11,dis_flood
247.0,30,40,14,0.114754096,0.114754096,0.007994762,0.007994762,0.0080108642578125,1092,0.12308386,0.12308386,0,0,14,0,version_num
461.0,26,7,3,0.75,1.0,0.66926783,1.0,0.0889892578125,267,0.75,1.0,0,0,0,32,sinkhole
660.0,4,0,1,0.083333336,0.083333336,0.034126163,0.034126163,0.00201416015625,106,0.11699779,0.11699779,0,0,0,74,legitimate
480.0,29,38,4,0.08888889,0.08888889,0.0019592708,0.0019592708,0.00201416015625,272,0.070393376,0.070393376,0,0,0,11,dis_flood
343.0,33,40,25,0.27173913,0.27173913,0.16235408,0.16235408,0.143035888671875,1950,0.30602637,0.30602637,0,0,25,0,version_num
3342.0,37,43,5,0.71428573,0.71428573,0.5651515,0.5651515,0.091064453125,340,0.6841046,0.6841046,0,0,0,11,sinkhole
343.0,9,7,4,0.8,1.0,0.7162887,1.0,0.10601806640625,356,0.8,1.0,0,0,0,24,sinkhole
201.0,25,40,5,0.09259259,0.09259259,0.002033467,0.002033467,0.0019989013671875,390,0.107615896,0.107615896,0,0,5,0,version_num
135.0,43,41,22,0.20560747,0.28037384,0.25201374,0.2530168,0.253021240234375,1716,0.21311475,0.29061103,0,0,22,0,version_num
134.0,35,47,3,0.375,0.75,0.35309973,0.8238994,0.0059967041015625,234,0.375,0.75,0,0,3,0,legitimate
396.0,15,5,1,1.0,1.0,1.0,1.0,0.001983642578125,89,1.0,1.0,0,0,0,12,legitimate
802.0,42,29,4,0.17391305,0.5217391,0.20713463,0.566168,0.010986328125,312,0.17879656,0.5363897,0,0,4,24,legitimate
663.0,45,29,3,0.12,0.12,0.13086914,0.13086914,0.00799560546875,204,0.10553544,0.10553544,0,0,0,22,legitimate
79.0,6,0,1,0.16666667,0.16666667,0.0,0.0,0.0,106,0.2128514,0.2128514,0,0,0,2,sinkhole
726.0,1,0,1,0.16666667,0.16666667,0.1632653,0.1632653,0.001953125,106,0.2128514,0.2128514,0,0,0,131,legitimate
90.0,31,44,29,0.118367344,0.6244898,0.13231348,0.6471615,0.1290054321289062,2871,0.15747902,0.60638475,29,0,0,0,version_num
424.0,45,49,13,0.68421054,0.68421054,0.9689229,0.9689229,0.529022216796875,1287,0.7067545,0.7067545,13,0,0,0,legitimate
404.0,28,44,56,0.67469877,0.67469877,0.97210884,0.97210884,0.836029052734375,3696,0.6370217,0.6370217,0,56,0,15873,version_num
350.0,1,0,1,0.16666667,0.16666667,0.13238288,0.13238288,0.001983642578125,106,0.2128514,0.2128514,0,0,0,52,legitimate
216.0,28,44,66,0.825,0.825,0.86868066,0.86868066,0.94598388671875,4356,0.78528935,0.78528935,0,66,0,8874,version_num
365.0,42,44,23,0.15862069,0.79310346,0.24855202,0.98268306,0.25799560546875,2277,0.19851787,0.79119444,23,0,0,0,version_num
677.0,9,5,1,0.04761905,0.2857143,0.044715445,0.28861788,0.00201416015625,89,0.05782976,0.31254062,0,0,0,24,legitimate
141.0,37,44,20,0.17699115,0.7787611,0.15560949,0.66704494,0.1360015869140625,1980,0.18981881,0.81305724,20,0,0,0,version_num
342.0,9,7,1,0.33333334,0.6666667,0.19322224,0.86500657,0.06298828125,36,0.15584415,0.54112554,0,0,0,20,sinkhole
651.0,27,30,4,0.8,0.8,0.93495935,0.93495935,0.0140380859375,272,0.8,0.8,0,0,0,24,legitimate
100.0,25,23,5,0.107317075,0.024390243,0.0828346,0.0019949137,0.0019989013671875,390,0.11031823,0.025072323,0,0,5,0,version_num
481.0,26,7,1,0.25,0.75,0.44738957,0.7040161,0.0679931640625,36,0.1125,0.66875,0,0,0,33,sinkhole
3380.0,5,0,1,0.125,0.125,0.27860695,0.27860695,0.041015625,106,0.19272727,0.19272727,0,0,0,22,sinkhole
102.0,23,5,4,0.8,0.8,0.90007627,0.90007627,0.009002685546875,303,0.7408313,0.7408313,0,0,0,9,legitimate
144.0,28,44,86,0.6515151,0.6515151,0.7468772,0.7468772,0.7700347900390625,5676,0.6126943,0.6126943,0,86,0,4737,version_num
797.0,4,0,1,0.03125,0.03125,0.0045668418,0.0045668418,0.00201416015625,106,0.034171503,0.034171503,0,0,0,97,legitimate
204.0,28,44,27,0.12796208,0.73459715,0.08657332,0.69168425,0.0819854736328125,1782,0.09467644,0.76793116,0,27,0,7877,version_num
133.0,41,54,29,0.46031746,0.9206349,0.23036706,0.99091005,0.3549957275390625,2871,0.46675336,0.9335067,29,0,0,0,dis_flood
127.0,27,41,16,0.103225805,0.103225805,0.065942496,0.065942496,0.0609970092773437,1248,0.11188811,0.11188811,0,0,16,0,version_num
60.0,22,44,32,0.17021276,0.6755319,0.23393402,0.6907601,0.2329978942871093,3168,0.1919302,0.7117412,32,0,0,0,version_num
62.0,37,44,6,0.10280374,0.8598131,0.1590656,0.84194314,0.1149978637695312,594,0.098914355,0.8823884,6,0,0,0,version_num
243.0,29,7,2,0.6666667,0.6666667,0.023619186,0.023619186,0.0009918212890625,125,0.54112554,0.54112554,0,0,0,12,sinkhole
402.0,6,5,1,0.5,1.0,0.6632653,1.0,0.001983642578125,89,0.5,1.0,0,0,0,13,legitimate
652.0,32,54,1,1.0,0.25,1.0,0.6995823,0.36798095703125,99,1.0,0.2972973,1,0,0,29,dis_flood
195.0,41,44,27,0.21428572,0.6984127,0.3322764,0.9155789,0.31500244140625,2673,0.27106786,0.69942194,0,0,0,58,version_num
3246.0,24,7,5,0.8333333,0.8333333,0.7918033,0.7918033,0.117919921875,392,0.7871486,0.7871486,0,0,0,41,sinkhole
398.0,28,44,34,0.53125,0.53125,0.5895206,0.5895206,0.601898193359375,2244,0.4895288,0.4895288,0,34,0,15688,version_num
484.0,4,0,1,0.09090909,0.09090909,0.03148855,0.03148855,0.001007080078125,106,0.12649165,0.12649165,0,0,0,54,legitimate
234.0,3,4,3,0.3,0.3,0.33309144,0.33309144,0.0070037841796875,318,0.3581081,0.3581081,0,0,0,17,legitimate
270.0,26,44,3,0.060606062,0.6136364,0.0033119298,0.63342345,0.00299072265625,297,0.05972874,0.6541471,3,0,0,0,version_num
762.0,3,4,3,0.3,0.3,0.3659218,0.3659218,0.00799560546875,318,0.37323943,0.37323943,0,0,0,83,legitimate
495.0,66,37,1,0.25,0.25,0.29349416,0.29349416,0.04901123046875,78,0.25,0.25,0,0,1,0,sinkhole
222.0,29,22,11,0.11827957,0.2580645,0.002390991,0.09328515,0.0019989013671875,858,0.111053586,0.24229874,0,0,11,0,version_num
3290.0,66,37,1,0.14285715,0.2857143,0.24798387,0.4798387,0.030029296875,68,0.14285715,0.2857143,0,0,0,2,sinkhole
322.0,57,67,23,1.0,1.0,1.0,1.0,2.885986328125,2277,1.0,1.0,23,0,0,0,sinkhole
553.0,1,0,1,0.16666667,0.16666667,0.08938547,0.08938547,0.0009765625,106,0.2128514,0.2128514,0,0,0,90,legitimate
159.0,33,41,5,0.09803922,0.09803922,0.0019830456,0.0019830456,0.0019989013671875,390,0.11383538,0.11383538,0,0,5,0,version_num
69.0,28,44,56,0.6363636,0.6363636,0.8798097,0.8798097,0.8930130004882812,3696,0.5968992,0.5968992,0,56,0,515,version_num
490.0,52,29,1,0.025,0.025,0.06577333,0.06577333,0.108001708984375,68,0.025,0.025,0,0,0,1,dis_flood
115.0,4,0,1,0.022222223,0.044444446,0.00998254,0.014992788,0.0020065307617187,106,0.025112532,0.050225064,0,0,0,5,legitimate
73.0,42,44,21,0.12962963,0.7407407,0.15030268,0.82514745,0.1469955444335937,2079,0.15430862,0.756847,21,0,0,0,version_num
149.0,43,42,8,0.19512194,0.2682927,0.38842943,0.3949977,0.2959747314453125,624,0.16390859,0.22537431,0,0,8,0,dis_flood
797.0,14,5,1,0.03125,0.0625,0.0022142264,0.0045668418,0.0009765625,89,0.028691167,0.040296584,0,0,0,28,legitimate
449.0,2,0,1,0.16666667,0.16666667,0.6914253,0.6914253,0.298004150390625,106,0.1923775,0.1923775,0,0,0,19,sinkhole
94.0,50,67,23,0.6764706,1.0,0.5859274,1.0,0.358001708984375,2277,0.6764706,1.0,23,0,0,0,sinkhole
3426.0,22,7,4,0.6666667,0.8333333,0.49761903,0.68333334,0.10205078125,303,0.6084337,0.7871486,0,0,0,55,sinkhole
312.0,29,22,5,0.042016808,0.042016808,0.0010679266,0.0010679266,0.001007080078125,390,0.03979186,0.03979186,0,0,5,0,version_num
367.0,27,23,5,0.045045044,0.045045044,0.007191356,0.007191356,0.006011962890625,390,0.039039038,0.039039038,0,0,5,0,version_num
236.0,28,44,110,0.6077348,0.6077348,0.72950023,0.72950023,0.755035400390625,7260,0.5672761,0.5672761,0,110,0,9838,version_num
233.0,30,23,4,0.056338027,0.056338027,0.0018628859,0.0018628859,0.0019989013671875,312,0.06427688,0.06427688,0,0,4,0,version_num
154.0,22,44,31,0.28440368,0.6972477,0.39553994,0.98885936,0.3180084228515625,3069,0.30392158,0.74509805,31,0,0,0,version_num
801.0,36,27,1,0.025,0.025,0.0052190414,0.0052190414,0.00201416015625,68,0.018478261,0.018478261,0,0,0,9,legitimate
362.0,28,44,66,0.6666667,0.6666667,0.94066006,0.94066006,1.23602294921875,4356,0.62857145,0.62857145,0,66,0,14669,version_num
525.0,51,29,1,0.2,0.2,0.42377496,0.42377496,0.114013671875,68,0.2,0.2,0,0,0,2,dis_flood
693.0,4,0,7,0.5,0.5,0.4225352,0.4225352,0.010986328125,392,0.4074844,0.4074844,0,0,0,84,legitimate
128.0,46,49,29,0.96666664,0.96666664,0.9304514,0.9304514,0.6020050048828125,2871,0.96993244,0.96993244,29,0,0,0,legitimate
341.0,19,5,1,0.01923077,0.115384616,0.006374348,0.088468224,0.001007080078125,89,0.024002157,0.11542611,0,0,0,10,legitimate
632.0,33,27,1,1.0,1.0,1.0,1.0,0.00201416015625,68,1.0,1.0,0,0,0,5,legitimate
189.0,11,7,1,0.5,0.5,0.0,0.0,0.0,36,0.2535211,0.2535211,0,0,0,13,sinkhole
136.0,23,44,15,0.062240664,0.44813278,0.0028820552,0.3710829,0.0030059814453125,1485,0.07312749,0.48914167,15,0,0,0,version_num
301.0,28,44,21,0.84,0.84,0.99913776,0.99913776,1.1669921875,1386,0.81625444,0.81625444,0,21,0,12543,version_num
304.0,33,27,1,0.071428575,0.14285715,0.04793028,0.09586056,0.00201416015625,68,0.071428575,0.14285715,0,0,0,1,legitimate
337.0,3,0,1,0.5,0.5,1.0,1.0,0.001007080078125,106,0.74647886,0.74647886,0,0,0,46,dis_flood
179.0,28,44,46,0.63013697,0.72602737,0.7509293,0.8887048,0.8230133056640625,3036,0.5740216,0.7050482,0,46,0,6405,version_num
508.0,29,44,38,0.47560975,0.46341464,0.4292705,0.28288755,0.284027099609375,2584,0.47560975,0.46341464,0,0,0,38,dis_flood
322.0,3,0,1,0.04347826,0.04347826,0.5258582,0.5258582,0.53900146484375,106,0.04860156,0.04860156,0,0,0,45,dis_flood
571.0,17,4,1,1.0,1.0,1.0,1.0,0.0579833984375,89,1.0,1.0,0,0,0,11,dis_flood
