"No.","Time","Source","Destination","Protocol","Length","Info"
"5886","204.176000","fe80::212:7403:3:303","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5887","204.184000","fe80::212:7403:3:303","ff02::1a","ICMPv6","99","RPL Control (DODAG Information Object)"
"5888","205.146000","fe80::212:7410:10:1010","fe80::212:7403:3:303","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5889","205.151000","fe80::212:7410:10:1010","fe80::212:7403:3:303","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5890","205.153000","fe80::212:7410:10:1010","fe80::212:7403:3:303","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5891","205.155000","","","IEEE 802.15.4","7","Ack"
"5892","205.185000","fe80::212:7403:3:303","fe80::212:7401:1:101","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5893","205.187000","","","IEEE 802.15.4","7","Ack"
"5894","206.596000","fe80::212:7414:14:1414","fe80::212:7403:3:303","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5895","206.600000","fe80::212:7414:14:1414","fe80::212:7403:3:303","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5896","206.602000","fe80::212:7414:14:1414","fe80::212:7403:3:303","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5897","206.603000","","","IEEE 802.15.4","7","Ack"
"5898","206.625000","fe80::212:7403:3:303","fe80::212:7401:1:101","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5899","206.627000","","","IEEE 802.15.4","7","Ack"
"5900","206.792000","fe80::212:740d:d:d0d","fe80::212:7403:3:303","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5901","206.795000","fe80::212:740d:d:d0d","fe80::212:7403:3:303","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5902","206.797000","fe80::212:740d:d:d0d","fe80::212:7403:3:303","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5903","205.800000","fe80::212:740d:d:d0d","fe80::212:7403:3:303","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5904","205.801000","","","IEEE 802.15.4","7","Ack"
"5905","205.816000","fe80::212:7403:3:303","fe80::212:7401:1:101","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5906","205.818000","","","IEEE 802.15.4","7","Ack"
"5907","205.920000","2002:db8::212:7411:11:1111","2002:db8::1","UDP","89","Source port: 8775  Destination port: ggz"
"5908","205.923000","2002:db8::212:7411:11:1111","2002:db8::1","UDP","89","Source port: 8775  Destination port: ggz"
"5909","205.926000","2002:db8::212:7411:11:1111","2002:db8::1","UDP","89","Source port: 8775  Destination port: ggz"
"5910","205.928000","2002:db8::212:7411:11:1111","2002:db8::1","UDP","89","Source port: 8775  Destination port: ggz"
"5911","205.929000","","","IEEE 802.15.4","7","Ack"
"5912","205.959000","00:12:74:15:00:15:15:15","00:12:74:01:00:01:01:01","6LoWPAN","106","Data, Dst: NitLab_01:00:01:01:01, Src: NitLab_15:00:15:15:15"
"5913","205.961000","","","IEEE 802.15.4","7","Ack"
"5914","205.967000","2002:db8::212:7411:11:1111","2002:db8::1","UDP","36","Source port: 8775  Destination port: ggz"
"5915","205.969000","","","IEEE 802.15.4","7","Ack"
"5916","206.300000","fe80::212:7408:8:808","fe80::212:7403:3:303","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5917","206.303000","fe80::212:7408:8:808","fe80::212:7403:3:303","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5918","206.306000","fe80::212:7408:8:808","fe80::212:7403:3:303","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5919","206.308000","fe80::212:7408:8:808","fe80::212:7403:3:303","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5920","206.309000","","","IEEE 802.15.4","7","Ack"
"5921","206.379000","2002:db8::212:7412:12:1212","2002:db8::1","UDP","89","Source port: 8775  Destination port: ggz"
"5922","206.380000","","","IEEE 802.15.4","7","Ack"
"5923","206.490000","fe80::212:7403:3:303","fe80::212:7401:1:101","ICMPv6","78","RPL Control (Destination Advertisement Object)"
"5924","206.491000","","","IEEE 802.15.4","7","Ack"
"5925","207.283000","2002:db8::212:7409:9:909","2002:db8::1","UDP","89","Source port: 8775  Destination port: ggz"
"5926","207.286000","2002:db8::212:7409:9:909","2002:db8::1","UDP","89","Source port: 8775  Destination port: ggz"
"5927","207.288000","2002:db8::212:7409:9:909","2002:db8::1","UDP","89","Source port: 8775  Destination port: ggz"
"5928","207.290000","2002:db8::212:7409:9:909","2002:db8::1","UDP","89","Source port: 8775  Destination port: ggz"
