second,src,dst,packetcount,src_ratio,dst_ratio,src_duration_ratio,dst_duration_ratio,TotalPacketDuration,TotalPacketLenght,src_packet_ratio,dst_packet_ratio,DioCount,DisCount,DaoCount,OtherMsg
73.0,39,41,2,0.012345679,0.012345679,0.015336849,0.015336849,0.0149993896484375,156,0.011578713,0.011578713,0,0,2,0
74.0,39,41,2,0.018348623,0.018348623,0.01770884,0.01770884,0.0149993896484375,156,0.018820124,0.018820124,0,0,2,0
74.0,41,22,1,0.0091743115,0.055045873,0.0,0.0011799888,0.0,78,0.009410062,0.05646037,0,0,1,0
74.0,28,44,44,0.40366971,0.5412844,0.6883118,0.7449873,0.5830001831054688,2904,0.35034382,0.5294969,0,44,0,805
74.0,37,40,5,0.04587156,0.3853211,0.0011799888,0.23612387,0.00099945068359375,390,0.04705031,0.39522257,0,0,5,0
74.0,33,40,37,0.33944955,0.3853211,0.23494388,0.23612387,0.19899749755859375,2886,0.34817228,0.39522257,0,0,37,0
74.0,26,22,5,0.09174312,0.055045873,0.003548974,0.0011799888,0.00099945068359375,390,0.106768005,0.05646037,0,0,5,0
74.0,26,44,5,0.09174312,0.5412844,0.003548974,0.7449873,0.00200653076171875,495,0.106768005,0.5294969,5,0,0,0
74.0,29,44,4,0.036697246,0.5412844,0.054306507,0.7449873,0.04599761962890625,396,0.04777416,0.5294969,4,0,0,0
74.0,23,44,6,0.055045873,0.5412844,0.0,0.7449873,0.0,594,0.07166124,0.5294969,6,0,0,0
75.0,28,44,59,1.0,1.0,1.0,1.0,1.0760040283203125,3894,1.0,1.0,0,59,0,864
76.0,28,44,60,0.6818182,0.82954544,0.84631944,0.84842354,0.8040008544921875,3960,0.6171108,0.81767184,0,60,0,924
76.0,33,40,8,0.23863636,0.09090909,0.14947237,0.14736825,0.1399993896484375,624,0.29780272,0.0972417,0,0,8,0
76.0,33,44,13,0.23863636,0.82954544,0.14947237,0.84842354,0.0019989013671875,1287,0.29780272,0.81767184,13,0,0,0
76.0,31,24,7,0.07954545,0.07954545,0.004208227,0.004208227,0.003997802734375,546,0.08508649,0.08508649,0,0,7,0
77.0,28,44,92,0.5443787,0.6390532,0.537274,0.5413653,0.5259933471679688,6072,0.4891252,0.61672306,0,92,0,1016
77.0,31,24,31,0.18343195,0.18343195,0.37895885,0.37895885,0.371002197265625,2418,0.19478008,0.19478008,0,0,31,0
77.0,33,44,16,0.27218935,0.6390532,0.083767146,0.5413653,0.00400543212890625,1584,0.31609473,0.61672306,16,0,0,0
77.0,33,40,30,0.27218935,0.17751479,0.083767146,0.07967581,0.0780029296875,2340,0.31609473,0.18849686,0,0,30,0
78.0,28,44,49,0.51578945,0.6210526,0.22718602,0.5304198,0.2389984130859375,3234,0.4598976,0.6006826,0,49,0,1065
78.0,33,41,36,0.37894738,0.37894738,0.46958017,0.46958017,0.49399566650390625,2808,0.3993174,0.3993174,0,0,36,0
78.0,35,44,10,0.10526316,0.6210526,0.3032338,0.5304198,0.319000244140625,990,0.14078498,0.6006826,0,0,0,10
79.0,35,44,22,0.14864865,0.4662162,0.42803058,0.6363575,0.33899688720703125,2178,0.17380895,0.50825953,0,0,0,32
79.0,40,44,29,0.22297297,0.4662162,0.095956,0.6363575,0.07399749755859375,2871,0.25401005,0.50825953,29,0,0,0
79.0,31,24,38,0.25675675,0.25675675,0.22222757,0.22222757,0.17600250244140625,2964,0.2365334,0.2365334,0,0,38,0
79.0,29,22,6,0.04054054,0.074324325,0.0025238902,0.0050477805,0.0019989013671875,468,0.03734738,0.068470195,0,0,6,0
79.0,25,41,7,0.0472973,0.2027027,0.06692162,0.13636714,0.05300140380859375,546,0.04357194,0.1867369,0,0,7,0
